PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Jeffery Taylor,CHA,SF,77,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,1.9,0.8,0.6,0.6,0.2,0,0,10.33
Jason Kidd,NY,PG,76,26.9,6.0,2.0,5.4,37.2,1.5,4.3,35.1,0.5,0.6,83.3,4.3,3.3,1.0,1.6,0.3,0,0,13.48
Greg Smith,HOU,PF,70,15.9,6.0,2.4,3.9,62.0,0.0,0.0,0.0,1.2,1.9,62.3,4.6,0.4,0.6,0.3,0.6,2,0,16.17
Boris Diaw,SA,C,75,22.8,5.8,2.4,4.4,53.9,0.4,1.0,38.5,0.6,0.9,72.3,3.4,2.4,1.1,0.7,0.4,0,0,11.96
Lavoy Allen,PHI,F,79,21.1,5.8,2.6,5.7,45.4,0.0,0.0,0.0,0.5,0.8,71.7,5.0,0.9,0.7,0.3,0.7,3,0,11.53
Norris Cole,MIA,F,80,19.9,5.6,2.2,5.3,42.1,0.4,1.2,35.7,0.7,1.0,65.0,1.6,2.1,1.3,0.7,0.1,1,0,7.92
MarShon Brooks,BKN,G,73,12.5,5.4,2.1,4.6,46.3,0.2,0.8,27.3,0.9,1.3,73.4,1.4,1.0,0.9,0.5,0.2,0,0,13.55
Reggie Jackson,OKC,PG,70,14.2,5.3,2.1,4.6,45.8,0.3,1.5,23.1,0.7,0.9,83.9,2.4,1.7,0.8,0.4,0.2,0,0,14.28
Nick Collison,OKC,F,81,19.5,5.1,2.2,3.7,59.5,0.0,0.0,0.0,0.7,1.0,76.9,4.1,1.5,0.9,0.6,0.4,1,0,13.60
Jae Crowder,DAL,SF,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,2.4,1.2,0.6,0.8,0.2,0,0,10.25
Ian Mahinmi,IND,C,80,16.5,5.0,1.9,4.1,45.3,0.0,0.0,0.0,1.3,2.1,60.8,3.9,0.3,1.2,0.5,0.8,0,0,10.65
Bismack Biyombo,CHA,C,80,27.3,4.8,2.0,4.3,45.1,0.0,0.0,0.0,0.9,1.8,52.1,7.3,0.4,1.0,0.4,1.8,7,0,10.07
Thomas Robinson,SAC,F,70,15.1,4.8,2.0,4.6,43.0,0.0,0.0,0.0,0.8,1.6,52.3,4.5,0.7,1.3,0.6,0.4,3,0,10.97
D.J. Augustin,IND,PG,76,16.1,4.7,1.4,3.9,35.0,0.9,2.5,35.3,1.1,1.3,83.8,1.2,2.2,0.9,0.4,0.0,0,0,11.04
Reggie Evans,BKN,C,80,24.6,4.5,1.6,3.3,47.9,0.0,0.0,0.0,1.4,2.8,50.9,11.1,0.5,1.4,0.9,0.2,8,0,12.81
Ekpe Udoh,MIL,F,76,17.3,4.3,1.5,3.5,43.5,0.0,0.0,0.0,1.2,1.6,74.8,3.3,0.6,0.6,0.5,1.1,1,0,12.00
Kendrick Perkins,OKC,C,78,25.1,4.2,1.8,4.0,45.7,0.0,0.0,0.0,0.6,0.9,61.1,6.0,1.4,1.4,0.6,1.1,0,0,8.20
Keith Bogans,BKN,SG,74,19.0,4.2,1.5,3.8,38.0,1.1,3.3,34.3,0.1,0.2,64.7,1.6,1.0,0.7,0.4,0.1,0,0,6.69
Will Barton,POR,SG,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,2.0,0.8,0.8,0.5,0.1,1,0,9.12
Greg Stiemsma,MIN,C,76,15.9,4.0,1.7,3.7,45.7,0.0,0.0,0.0,0.7,0.9,76.8,3.4,0.4,0.8,0.6,1.2,1,0,10.52
Lamar Odom,LAC,PF,82,19.7,4.0,1.8,4.5,39.9,0.2,1.1,20.0,0.2,0.5,47.6,5.9,1.7,1.0,0.8,0.7,0,0,10.95
Udonis Haslem,MIA,PF,75,18.9,3.9,1.7,3.3,51.4,0.0,0.0,0.0,0.4,0.6,71.1,5.4,0.5,0.6,0.4,0.2,1,0,9.89
Nando De Colo,SA,G,72,12.8,3.8,1.5,3.3,43.6,0.4,1.1,37.8,0.5,0.6,79.5,1.9,1.9,1.1,0.6,0.1,0,0,11.15
Pablo Prigioni,NY,PG,78,16.2,3.5,1.3,2.8,45.5,0.7,1.7,39.6,0.3,0.3,88.0,1.8,3.0,1.1,0.9,0.0,0,0,13.01
Dahntay Jones,DAL,SG,78,13.0,3.4,1.1,2.8,36.9,0.1,0.6,22.4,1.1,1.4,77.0,1.3,0.6,0.5,0.3,0.1,0,0,6.40
Draymond Green,GS,PF,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,3.3,0.7,0.6,0.5,0.3,0,0,7.15
Chuck Hayes,SAC,PF,74,16.3,2.7,1.1,2.6,44.2,0.0,0.0,0.0,0.4,0.6,62.5,4.0,1.5,0.6,0.4,0.2,0,0,10.71
Festus Ezeli,GS,C,78,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,4.0,0.3,0.8,0.3,0.9,0,0,9.30
