PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Rick Brunson,LAC,PG,80,24.3,5.5,2.1,5.5,37.6,0.6,1.6,36.9,0.7,0.9,77.0,2.3,5.1,1.6,1.0,0.1,1,0,11.67
Mikki Moore,LAC,C,74,15.9,5.4,1.9,3.9,50.2,0.0,0.1,20.0,1.4,1.8,78.7,3.3,0.6,0.9,0.3,0.4,2,0,12.73
Jacque Vaughn,NJ,PG,71,19.9,5.3,2.1,4.6,44.9,0.1,0.2,33.3,1.1,1.3,83.5,1.5,1.9,0.9,0.6,0.0,0,0,8.91
Keyon Dooling,MIA,PG,74,16.0,5.2,1.9,4.7,40.3,0.3,1.0,25.3,1.1,1.5,78.0,1.2,1.8,0.9,0.5,0.1,0,0,10.12
Quinton Ross,LAC,SF,78,21.3,5.1,2.1,4.8,43.2,0.0,0.1,25.0,0.9,1.4,67.3,2.7,1.4,0.7,0.7,0.3,0,0,8.92
James Jones,IND,SG,75,17.7,4.9,1.7,4.2,39.6,0.9,2.2,39.8,0.7,0.8,85.5,2.3,0.8,0.6,0.4,0.4,2,0,10.49
Jerome James,SEA,C,80,16.6,4.9,2.2,4.3,50.9,0.0,0.0,0.0,0.6,0.8,72.3,3.0,0.2,1.1,0.3,1.4,0,0,10.03
Reggie Evans,SEA,C,79,23.8,4.9,1.7,3.5,47.6,0.0,0.0,0.0,1.6,3.0,53.4,9.3,0.7,1.3,0.7,0.2,7,0,13.04
Tony Battie,ORL,C,81,23.4,4.9,2.0,4.4,46.0,0.0,0.1,0.0,0.8,1.2,72.3,5.6,0.5,1.0,0.4,1.0,3,0,8.58
Marcus Banks,BOS,PG,81,14.1,4.6,1.4,3.5,40.2,0.3,0.7,35.6,1.5,2.0,74.2,1.6,1.9,1.0,0.8,0.2,0,0,12.35
Steven Hunter,PHX,C,76,13.8,4.6,1.8,2.9,61.4,0.0,0.0,0.0,1.0,2.1,47.9,3.0,0.2,0.6,0.1,1.3,0,0,14.75
Pat Garrity,ORL,PF,71,13.5,4.6,1.7,4.3,40.2,0.7,2.1,33.3,0.4,0.5,87.9,1.7,0.4,0.4,0.3,0.1,0,0,9.15
Jerome Williams,NY,PF,79,15.3,4.5,1.5,3.1,50.2,0.0,0.1,0.0,1.5,2.2,66.9,3.6,0.5,0.8,0.7,0.1,1,0,13.29
Adonal Foyle,GS,C,78,21.8,4.5,2.0,4.0,50.2,0.0,0.0,0.0,0.5,0.9,55.6,5.5,0.7,0.7,0.3,2.0,3,0,12.70
Bryon Russell,DEN,SF,70,14.7,4.4,1.4,3.6,37.7,0.8,2.1,37.6,0.9,1.1,79.2,2.5,1.0,0.5,0.6,0.2,0,0,11.85
Tierre Brown,LAL,PG,76,14.0,4.4,1.6,4.6,35.6,0.3,0.9,36.1,0.8,1.0,78.7,1.2,2.0,1.0,0.4,0.0,0,0,9.51
Lucious Harris,CLE,SG,73,15.5,4.3,1.6,4.1,39.5,0.3,0.9,32.3,0.8,0.9,81.2,1.7,0.7,0.4,0.4,0.1,0,0,9.04
Dikembe Mutombo,HOU,C,80,15.2,4.0,1.4,2.7,49.8,0.0,0.0,0.0,1.3,1.8,74.1,5.3,0.1,0.6,0.2,1.3,3,0,16.49
Michael Doleac,MIA,C,80,14.7,4.0,1.9,4.1,44.7,0.0,0.0,0.0,0.3,0.5,61.0,3.2,0.6,0.5,0.3,0.3,0,0,9.76
Eric Snow,CLE,PG,81,22.8,4.0,1.5,4.0,38.2,0.2,0.6,28.9,0.7,1.0,73.8,1.9,3.9,1.1,0.8,0.2,2,0,9.02
Lindsey Hunter,DET,SG,76,15.1,3.8,1.4,4.0,35.8,0.3,1.1,27.4,0.6,0.8,79.3,1.6,1.7,0.9,0.9,0.2,0,0,9.60
Eddie Gill,IND,PG,73,14.0,3.7,1.1,3.3,33.5,0.5,1.6,30.8,1.0,1.1,87.7,1.5,1.1,0.8,0.8,0.1,0,0,9.49
Walter McCarty,BOS,PF,72,12.6,3.6,1.3,3.3,40.4,0.8,2.2,35.5,0.2,0.4,51.7,1.9,0.5,0.5,0.3,0.2,0,0,8.21
Alan Henderson,DAL,PF,78,15.4,3.5,1.5,2.8,52.7,0.0,0.0,0.0,0.5,1.0,53.9,4.5,0.3,0.6,0.4,0.5,2,0,12.42
Shawn Bradley,DAL,C,77,11.5,2.7,1.1,2.4,45.2,0.0,0.0,0.0,0.6,0.8,68.3,2.8,0.2,0.4,0.3,0.8,0,0,11.01
Michael Ruffin,WSH,PF,79,16.0,1.4,0.5,1.3,41.4,0.0,0.0,0.0,0.4,0.8,43.3,4.2,0.8,0.6,0.5,0.5,0,0,8.59
